,species,Longitude (degrees),lat,AMT,max temp,Tmin,AMP,Clay,Country,,,,,,,,  
650,Festuca arundinacea,138.701111,-34.689167,159,291,58,550,10.93999958,,,,,,,,,
651,Fumaria muralis,138.690278,-34.681944,159,291,58,550,10.93999958,,,,,,,,,
652,Fumaria muralis,117.440833,-34.656666,151,268,64,724,11,,,,,,,,,
653,Festuca arundinacea,117.646388,-34.656388,151,268,62,710,7.400000095,,,,,,,,,
654,Fumaria muralis,150.85948,-34.653778,171,256,74,1400,23.04999924,,,,,,,,,
655,Festuca arundinacea,135.733333,-34.65,156,247,79,570,18.87999916,,,,,,,,,
656,Euphorbia helioscopia,148.0333,-34.6333,151,315,17,683,11,,,,,,,,,
657,Galium palustre,150.5081,-34.6264,132,242,22,1649,13.97000027,,,,,,,,,
658,Fumaria muralis,117.665,-34.626388,151,268,62,710,7.400000095,,,,,,,,,
659,Fumaria muralis,20.125,-34.625,172,255,89,491,20.65999985,,,,,,,,,
660,Festuca arundinacea,149.41,-34.625,117,265,-4,845,11,,,,,,,,,
661,Festuca arundinacea,149.4167,-34.625,118,265,-3,822,11,,,,,,,,,
662,Fumaria muralis,143.65103,-34.623947,169,325,36,366,55,,,,,,,,,
663,Fumaria muralis,146.28989,-34.61688,167,324,33,453,11,,,,,,,,,
664,Fumaria muralis,135.433333,-34.616667,162,248,86,531,21.68852425,,,,,,,,,
665,Festuca arundinacea,117.2,-34.6,151,267,65,787,4.28000021,,,,,,,,,
666,Fumaria muralis,117.4,-34.6,150,267,63,739,6.519999981,,,,,,,,,
667,Festuca arundinacea,117.6,-34.6,151,268,62,710,7.400000095,,,,,,,,,
668,Fumaria muralis,117.6,-34.6,151,268,62,710,7.400000095,,,,,,,,,
669,Festuca arundinacea,150,-34.6,131,263,10,785,10.90999985,,,,,,,,,
670,Fumaria muralis,139.05402,-34.58632,137,277,34,687,10,,,,,,,,,
671,Festuca arundinacea,139.01344,-34.58472,137,277,34,687,10,,,,,,,,,
672,Ficus carica,139.01344,-34.58472,137,277,34,687,10,,,,,,,,,
673,Galium palustre,150.533,-34.575,130,242,19,1516,11.63000011,,,,,,,,,
674,Fumaria muralis,150.86311,-34.57113,172,258,73,1385,24,,,,,,,,,
675,Festuca arundinacea,117.166666,-34.561666,151,270,63,751,10.11999989,,,,,,,,,
676,Fumaria muralis,150.38,-34.55,130,250,13,1046,10.81999969,,,,,,,,,
677,Fumaria muralis,150.53,-34.55,130,242,19,1516,11.63000011,,,,,,,,,
678,Ficus carica,139.020833,-34.549722,140,280,36,628,10,,,,,,,,,
679,Fumaria muralis,138.95,-34.533333,148,285,44,567,10.19999981,,,,,,,,,
680,Galium palustre,150.4,-34.5306,130,250,13,1046,10.81999969,,,,,,,,,
681,Galium palustre,150.417,-34.5214,130,246,16,1245,11,,,,,,,,,
682,Galium palustre,150.35,-34.52,130,250,13,1046,10.81999969,,,,,,,,,
683,Fumaria muralis,146.51016,-34.500034,164,320,31,489,11,,,,,,,,,
684,Festuca arundinacea,148.8,-34.5,132,290,0,739,11,,,,,,,,,
685,Fallopia convolvulus,150.3,-34.5,130,253,12,932,10.85000038,,,,,,,,,
686,Fumaria muralis,150.4,-34.5,130,250,13,1046,10.81999969,,,,,,,,,
687,Fumaria muralis,150.5,-34.5,130,242,19,1516,11.63000011,,,,,,,,,
688,Galium palustre,150.5,-34.5,130,242,19,1516,11.63000011,,,,,,,,,
689,Fumaria muralis,146.50447,-34.48357,164,320,30,487,11,,,,,,,,,
690,Fumaria muralis,146.02542,-34.472572,168,324,32,420,11,,,,,,,,,
691,Festuca arundinacea,149.5572,-34.4647,113,256,-5,896,11,,,,,,,,,
692,Euphorbia helioscopia,147.52,-34.45,158,320,25,580,11,,,,,,,,,
693,Fumaria muralis,150.45,-34.45,131,248,15,1108,10.98999977,,,,,,,,,
694,Festuca arundinacea,150.89809,-34.440926,172,260,70,1404,24,,,,,,,,,
695,Euphorbia helioscopia,19.23,-34.44,163,241,84,576,5,,,,,,,,,
696,Fumaria muralis,137.671944,-34.433056,163,289,67,437,11.47999954,,,,,,,,,
697,Euphorbia helioscopia,150.77469,-34.421936,163,257,57,1426,24,,,,,,,,,
698,Festuca arundinacea,149.5833,-34.4125,114,258,-4,880,10.27999973,,,,,,,,,
699,Fumaria muralis,116,-34.4,147,263,64,1096,10,,,,,,,,,
700,Fumaria muralis,116.2,-34.4,149,268,64,997,10,,,,,,,,,
701,Fallopia convolvulus,147.5,-34.4,160,321,27,567,11,,,,,,,,,
702,Galium palustre,150.4,-34.4,132,254,13,961,10.57999992,,,,,,,,,
703,Fallopia convolvulus,150.5,-34.4,141,254,22,1155,10,,,,,,,,,
704,Fumaria muralis,18.875,-34.375,157,240,81,706,28,,,,,,,,,
705,Fumaria muralis,20.375,-34.375,174,277,70,546,12.35999966,,,,,,,,,
706,Fumaria muralis,21.375,-34.375,172,267,66,514,5,,,,,,,,,
707,Fumaria muralis,115.128055,-34.373333,165,242,99,1059,6.285714149,,,,,,,,,
708,Lycium barbarum,139.140556,-34.361389,145,287,39,494,11,,,,,,,,,
709,Ficus carica,138.822222,-34.339444,157,299,51,494,11,,,,,,,,,
710,Fumaria muralis,115.15,-34.333333,166,245,100,1051,5.639175415,,,,,,,,,
711,Fumaria muralis,116.1725,-34.329722,148,271,61,953,10,,,,,,,,,
712,Ficus carica,138.9167,-34.3167,150,294,44,499,11,,,,,,,,,
713,Ficus carica,138.91,-34.31,149,293,43,547,11,,,,,,,,,
714,Fumaria muralis,116.036944,-34.302778,146,266,61,1050,10,,,,,,,,,
715,Fumaria muralis,136.135556,-34.293611,164,268,78,354,9.010000229,,,,,,,,,
716,Fumaria muralis,116.064722,-34.288889,146,266,61,1050,10,,,,,,,,,
717,Fumaria muralis,137.870833,-34.278611,164,297,63,386,11,,,,,,,,,
718,Euphorbia helioscopia,146.02,-34.27,168,323,32,416,11,,,,,,,,,
719,Fumaria muralis,146.02,-34.27,168,323,32,416,11,,,,,,,,,
720,Fumaria muralis,116.145,-34.243333,148,273,59,958,10,,,,,,,,,
721,Festuca arundinacea,116.144722,-34.243055,148,273,59,958,10,,,,,,,,,
722,Fumaria muralis,144.37167,-34.240788,172,328,38,348,55,,,,,,,,,
723,Fumaria muralis,145.97185,-34.224144,169,324,33,414,11,,,,,,,,,
724,Euphorbia helioscopia,115,-34.2,165,247,98,1064,6.842105389,,,,,,,,,
725,Euphorbia helioscopia,115.016388,-34.2,165,247,98,1064,6.842105389,,,,,,,,,
726,Festuca arundinacea,116,-34.2,147,270,59,999,10,,,,,,,,,
727,Fumaria muralis,116,-34.2,147,270,59,999,10,,,,,,,,,
728,Festuca arundinacea,116.2,-34.2,148,275,59,909,10,,,,,,,,,
729,Fumaria muralis,116.2,-34.2,148,275,59,909,10,,,,,,,,,
730,Fumaria muralis,146,-34.2,168,324,32,414,11,,,,,,,,,
731,Fallopia convolvulus,148.9,-34.2,139,297,6,694,11,,,,,,,,,
732,Festuca arundinacea,150.63,-34.2,158,271,29,985,10.27999973,,,,,,,,,
733,Fumaria muralis,146.26962,-34.1884,166,322,30,455,11,,,,,,,,,
734,Festuca arundinacea,116.015,-34.186666,147,270,59,999,10,,,,,,,,,
735,Fumaria muralis,150.84007,-34.184635,154,253,41,1448,10.03999996,,,,,,,,,
736,Fumaria muralis,146.28271,-34.180363,166,322,30,455,11,,,,,,,,,
737,Fumaria muralis,146.17,-34.17,168,324,32,434,11,,,,,,,,,
738,Euphorbia helioscopia,147.37,-34.15,164,322,31,512,11,,,,,,,,,
739,Lycium barbarum,147.37,-34.15,164,322,31,512,11,,,,,,,,,
740,Euphorbia helioscopia,150.32,-34.15,150,277,17,866,11,,,,,,,,,
741,Festuca arundinacea,150.70996,-34.13063,165,276,35,890,10.96000004,,,,,,,,,
742,Festuca arundinacea,151,-34.13,167,259,59,1390,10,,,,,,,,,
743,Festuca arundinacea,150.71315,-34.129482,165,276,35,890,10.96000004,,,,,,,,,
744,Festuca arundinacea,18.375,-34.125,163,245,85,887,28,,,,,,,,,
745,Fumaria muralis,18.875,-34.125,162,266,69,765,14.923913,,,,,,,,,
746,Fumaria muralis,19.375,-34.125,156,261,55,683,10.25,,,,,,,,,
747,Fumaria muralis,21.375,-34.125,170,278,50,452,7.340000153,,,,,,,,,
748,Fumaria muralis,23.375,-34.125,166,245,78,926,28,,,,,,,,,
749,Fallopia convolvulus,24.875,-34.125,172,239,95,649,12.77499962,,,,,,,,,
750,Fumaria muralis,150.80878,-34.108955,163,270,40,1003,10.10000038,,,,,,,,,
751,Lycium barbarum,141.85638,-34.10027,173,330,44,290,46.63999939,,,,,,,,,
752,Euphorbia helioscopia,147.4,-34.1,164,322,31,512,11,,,,,,,,,
753,Lycium barbarum,147.4,-34.1,164,322,31,512,11,,,,,,,,,
754,Euphorbia helioscopia,150.3,-34.1,150,277,17,866,11,,,,,,,,,
755,Festuca arundinacea,150.6,-34.1,159,274,27,939,10.97000027,,,,,,,,,
756,Ficus carica,150.75,-34.1,163,270,40,1003,10.10000038,,,,,,,,,
757,Fumaria muralis,139.049167,-34.076667,146,293,37,435,11,,,,,,,,,
758,Fumaria muralis,116.195833,-34.075277,147,282,52,839,10,,,,,,,,,
759,Euphorbia helioscopia,150.82,-34.07,168,277,40,858,10.5,,,,,,,,,
760,Fumaria muralis,150.82,-34.07,168,277,40,858,10.5,,,,,,,,,
761,Lycium barbarum,150.82,-34.07,168,277,40,858,10.5,,,,,,,,,
762,Fumaria muralis,151.16017,-34.04042,175,263,68,1229,10,,,,,,,,,
763,Fumaria muralis,151.08427,-34.03676,175,263,68,1229,10,,,,,,,,,
764,Fumaria muralis,115.113888,-34.002777,164,257,93,1062,18.19000053,,,,,,,,,
765,Festuca arundinacea,115,-34,165,254,95,1069,14.11111069,,,,,,,,,
766,Ficus carica,115,-34,165,254,95,1069,14.11111069,,,,,,,,,
767,Fumaria muralis,115,-34,165,254,95,1069,14.11111069,,,,,,,,,
768,Fumaria muralis,115.2,-34,164,260,91,1040,10,,,,,,,,,
769,Fumaria muralis,116.2,-34,147,282,52,839,10,,,,,,,,,
770,Fumaria muralis,116.4,-34,147,283,52,767,10.06999969,,,,,,,,,
771,Fumaria muralis,118.4,-34,155,284,58,374,11,,,,,,,,,
772,Fallopia convolvulus,150.7,-34,167,282,35,835,11,,,,,,,,,
773,Euphorbia helioscopia,150.8,-34,168,277,40,858,10.5,,,,,,,,,
774,Fallopia convolvulus,150.8,-34,168,277,40,858,10.5,,,,,,,,,
775,Festuca arundinacea,150.8,-34,168,277,40,858,10.5,,,,,,,,,
776,Ficus carica,150.8,-34,168,277,40,858,10.5,,,,,,,,,
777,Fumaria muralis,150.8,-34,168,277,40,858,10.5,,,,,,,,,
778,Lycium barbarum,150.8,-34,168,277,40,858,10.5,,,,,,,,,
779,Fumaria muralis,151.23,-33.98,176,262,72,1203,3,,,,,,,,,
780,Fumaria muralis,151.12,-33.97,175,266,66,1173,4.359550476,,,,,,,,,
781,Euphorbia helioscopia,137.7167,-33.9667,169,305,62,376,11,,,,,,,,,
782,Euphorbia helioscopia,137.7166,-33.9666,169,305,62,376,11,,,,,,,,,
783,Festuca arundinacea,150.89163,-33.96508,172,278,47,868,10.06999969,,,,,,,,,
784,Fumaria muralis,116.138199,-33.960155,148,287,51,839,10.96000004,,,,,,,,,
785,Fumaria muralis,118.368055,-33.96,156,288,57,367,11,,,,,,,,,
786,Fumaria muralis,150.82144,-33.959347,168,279,39,838,10.93999958,,,,,,,,,
787,Euphorbia helioscopia,150.86946,-33.9541,172,278,47,868,10.06999969,,,,,,,,,
,,,,,,,,,,,,,,,,,
788,Festuca arundinacea,115.071666,-33.951666,165,258,93,1072,21.39999962,,,,,,,,,
789,Euphorbia helioscopia,18.4,-33.95,156,246,74,1077,21.6935482,,,,,,,,,
790,Fumaria muralis,120.116666,-33.95,170,285,76,513,7,,,,,,,,,
791,Fumaria muralis,115.068185,-33.948812,165,258,93,1072,21.39999962,,,,,,,,,
792,Euphorbia helioscopia,137.6225,-33.938056,170,303,64,372,11,,,,,,,,,
,,,,,,,,,,,,,,,,,
793,Fumaria muralis,116.470888,-33.931388,150,290,53,704,10.56000042,,,,,,,,,
794,Euphorbia helioscopia,147.25,-33.92,165,320,31,504,11,,,,,,,,,
795,Euphorbia helioscopia,150.9,-33.92,172,278,47,868,10.06999969,,,,,,,,,
796,Fumaria muralis,149.3643,-33.919186,131,280,2,783,10.53999996,,,,,,,,,
797,Fumaria muralis,150.84698,-33.91201,171,279,46,887,10.97999954,,,,,,,,,
798,Fumaria muralis,150.84212,-33.911926,171,279,46,887,10.97999954,,,,,,,,,
799,Festuca arundinacea,150.60162,-33.902245,165,285,29,902,11,,,,,,,,,
800,Fumaria muralis,151.22,-33.9,176,262,70,1275,3,,,,,,,,,
801,Festuca arundinacea,150.84769,-33.892414,171,279,46,887,10.97999954,,,,,,,,,
802,Festuca arundinacea,151.2,-33.88,176,262,70,1275,3,,,,,,,,,
803,Euphorbia helioscopia,18.375,-33.875,168,262,79,841,5,,,,,,,,,
804,Festuca arundinacea,18.375,-33.875,168,262,79,841,5,,,,,,,,,
805,Fumaria muralis,18.375,-33.875,168,262,79,841,5,,,,,,,,,
806,Fumaria muralis,18.625,-33.875,165,271,68,744,14.60000038,,,,,,,,,
807,Euphorbia helioscopia,18.875,-33.875,163,281,64,919,17.14999962,,,,,,,,,
808,Festuca arundinacea,18.875,-33.875,163,281,64,919,17.14999962,,,,,,,,,
809,Fumaria muralis,18.875,-33.875,163,281,64,919,17.14999962,,,,,,,,,
810,Festuca arundinacea,19.625,-33.875,159,280,47,511,27.60000038,,,,,,,,,
811,Fumaria muralis,20.625,-33.875,155,282,30,423,28,,,,,,,,,
812,Fumaria muralis,21.125,-33.875,161,283,34,402,28,,,,,,,,,
813,Euphorbia helioscopia,22.375,-33.875,145,247,46,630,28,,,,,,,,,
814,Fumaria muralis,22.375,-33.875,145,247,46,630,28,,,,,,,,,
815,Fumaria muralis,22.625,-33.875,151,244,59,739,27.86000061,,,,,,,,,
816,Ficus carica,148.6714,-33.8739,154,315,17,639,11,,,,,,,,,
817,Euphorbia helioscopia,151.12,-33.87,176,267,65,1144,3,,,,,,,,,
818,Ficus carica,115.865555,-33.861111,150,285,55,936,11,,,,,,,,,
819,Lycium barbarum,151.27,-33.85,175,259,72,1268,3,,,,,,,,,
820,Ficus carica,138.6333,-33.8333,148,300,33,621,11,,,,,,,,,
821,Fumaria muralis,151.1333,-33.8333,173,267,61,1181,9.25252533,,,,,,,,,
822,Fumaria muralis,151.13,-33.83,173,267,61,1181,9.25252533,,,,,,,,,
823,Fumaria muralis,151.22,-33.83,173,262,64,1301,9.134020805,,,,,,,,,
824,Fumaria muralis,151.27,-33.83,175,262,69,1294,8.600000381,,,,,,,,,
825,Euphorbia helioscopia,148.67,-33.82,153,316,16,663,11,,,,,,,,,
826,Fallopia convolvulus,115,-33.8,164,263,91,986,23,,,,,,,,,
827,Fumaria muralis,115,-33.8,164,263,91,986,23,,,,,,,,,
828,Fallopia convolvulus,146.9,-33.8,164,320,28,492,11,,,,,,,,,
829,Euphorbia helioscopia,147.3,-33.8,167,321,31,503,11,,,,,,,,,
830,Fallopia convolvulus,150.9,-33.8,171,280,45,891,11,,,,,,,,,
831,Euphorbia helioscopia,151.02,-33.8,173,272,55,1057,11,,,,,,,,,
832,Euphorbia helioscopia,151.1,-33.8,173,267,61,1181,9.25252533,,,,,,,,,
833,Fallopia convolvulus,151.1,-33.8,173,267,61,1181,9.25252533,,,,,,,,,
834,Fumaria muralis,151.1,-33.8,173,267,61,1181,9.25252533,,,,,,,,,
835,Festuca arundinacea,151.2,-33.8,173,262,64,1301,9.134020805,,,,,,,,,
836,Lycium barbarum,151.3,-33.8,175,262,69,1294,8.600000381,,,,,,,,,
837,Fumaria muralis,151.16,-33.780003,173,267,61,1181,9.25252533,,,,,,,,,
838,Festuca arundinacea,138.566667,-33.766667,151,302,36,579,11,,,,,,,,,
839,Fumaria muralis,151.24478,-33.763706,173,262,64,1301,9.134020805,,,,,,,,,
840,Fumaria muralis,151.07,-33.75,173,272,55,1057,11,,,,,,,,,
841,Fumaria muralis,151.0287,-33.74882,166,267,48,1155,10.56000042,,,,,,,,,
842,Fumaria muralis,150.67079,-33.747517,171,288,34,899,11,,,,,,,,,
843,Euphorbia helioscopia,151,-33.72,166,267,48,1155,10.56000042,,,,,,,,,
844,Fumaria muralis,151.1,-33.72,167,264,53,1237,10,,,,,,,,,
845,Festuca arundinacea,150.332,-33.7125,124,244,11,1251,10.09000015,,,,,,,,,
846,Fumaria muralis,150.87375,-33.71114,172,282,43,873,10.98999977,,,,,,,,,
847,Fumaria muralis,151.08888,-33.709057,167,264,53,1237,10,,,,,,,,,
848,Fumaria muralis,151.02719,-33.706497,166,267,48,1155,10.56000042,,,,,,,,,
849,Fumaria muralis,150.93094,-33.704258,171,276,47,972,10.94999981,,,,,,,,,
850,Euphorbia helioscopia,148.7,-33.7,150,313,13,713,11,,,,,,,,,
851,Euphorbia helioscopia,151,-33.7,166,267,48,1155,10.56000042,,,,,,,,,
852,Euphorbia helioscopia,151.1,-33.7,167,264,53,1237,10,,,,,,,,,
853,Fumaria muralis,151.1,-33.7,167,264,53,1237,10,,,,,,,,,
854,Fumaria muralis,151.28452,-33.692314,173,262,65,1296,10,,,,,,,,,
855,Lycium barbarum,150.88611,-33.688374,172,282,43,873,10.98999977,,,,,,,,,
856,Euphorbia helioscopia,151.2145,-33.687492,169,261,59,1291,10,,,,,,,,,
857,Ficus carica,115.216666,-33.683333,166,277,86,880,22.39999962,,,,,,,,,
858,Euphorbia helioscopia,138.9,-33.683333,144,297,28,489,11,,,,,,,,,
859,Euphorbia helioscopia,138.93,-33.68,144,297,29,441,11,,,,,,,,,
860,Fumaria muralis,151.29028,-33.673683,173,262,65,1296,10,,,,,,,,,
861,Euphorbia helioscopia,138.966667,-33.666667,144,297,29,441,11,,,,,,,,,
862,Fumaria muralis,115.3162,-33.661216,165,284,82,840,3,,,,,,,,,
863,Festuca arundinacea,150.28114,-33.65962,119,235,12,1260,10,,,,,,,,,
864,Fumaria muralis,115.00818,-33.655199,165,268,89,873,23,,,,,,,,,
865,Fumaria muralis,115.008,-33.655,165,268,89,873,23,,,,,,,,,
866,Euphorbia helioscopia,147.37,-33.65,169,324,33,500,46.5087738,,,,,,,,,
867,Fumaria muralis,151.05,-33.65,165,268,45,1156,10.21000004,,,,,,,,,
868,Ficus carica,115.422222,-33.638888,164,291,75,852,10.77777767,,,,,,,,,
869,Fumaria muralis,117.8833,-33.6333,156,299,53,387,11,,,,,,,,,
870,Fumaria muralis,117.88,-33.63,156,299,53,387,11,,,,,,,,,
871,Fumaria muralis,18.875,-33.625,174,298,62,682,18.90999985,,,,,,,,,
872,Fumaria muralis,21.625,-33.625,162,287,35,281,28,,,,,,,,,
873,Fumaria muralis,22.625,-33.625,138,249,35,596,28,,,,,,,,,
874,Fumaria muralis,24.375,-33.625,156,262,44,573,28,,,,,,,,,
875,Fumaria muralis,26.625,-33.625,183,253,101,577,13.56000042,,,,,,,,,
876,Fumaria muralis,151.15,-33.62,168,266,51,1212,10,,,,,,,,,
877,Fumaria muralis,150.75,-33.6167,173,288,36,877,11,,,,,,,,,
878,Festuca arundinacea,150.76035,-33.60336,173,288,36,877,11,,,,,,,,,
879,Lycium barbarum,150.76035,-33.60336,173,288,36,877,11,,,,,,,,,
880,Fumaria muralis,115,-33.6,165,268,89,873,23,,,,,,,,,
881,Ficus carica,115.2,-33.6,167,279,87,849,20.5,,,,,,,,,
882,Fumaria muralis,115.4,-33.6,164,288,78,835,3.606060505,,,,,,,,,
883,Fumaria muralis,118,-33.6,156,298,52,366,11,,,,,,,,,
884,Festuca arundinacea,150.4,-33.6,128,248,12,1261,10,,,,,,,,,
885,Fumaria muralis,150.72,-33.6,171,290,33,897,13.10000038,,,,,,,,,
886,Festuca arundinacea,150.75,-33.6,173,288,36,877,11,,,,,,,,,
887,Euphorbia helioscopia,151,-33.6,165,268,45,1156,10.21000004,,,,,,,,,
888,Fallopia convolvulus,151.1,-33.6,168,266,51,1212,10,,,,,,,,,
889,Fumaria muralis,151.1,-33.6,168,266,51,1212,10,,,,,,,,,
890,Euphorbia helioscopia,148.67,-33.57,157,323,16,665,11,,,,,,,,,
891,Fumaria muralis,150.67,-33.57,168,288,30,945,19.60000038,,,,,,,,,
892,Euphorbia helioscopia,147.45,-33.5667,170,326,34,499,55,,,,,,,,,
893,Lycium barbarum,150.88,-33.56,173,286,40,924,10.52000046,,,,,,,,,
894,Fumaria muralis,115.016666,-33.533333,168,271,92,836,23,,,,,,,,,
895,Ficus carica,116.1,-33.53,149,301,44,852,11,,,,,,,,,
896,Fumaria muralis,150.6257,-33.524746,153,273,22,1192,14.30000019,,,,,,,,,
897,Fumaria muralis,151.175,-33.516667,171,267,54,1243,10,,,,,,,,,
898,Fumaria muralis,148.66,-33.5,159,326,18,654,11,,,,,,,,,
899,Fumaria muralis,148.6667,-33.5,157,323,16,665,11,,,,,,,,,
900,Euphorbia helioscopia,148.7,-33.5,157,323,16,665,11,,,,,,,,,
901,Fumaria muralis,150.5,-33.5,148,271,18,1231,10.89999962,,,,,,,,,
902,Fallopia convolvulus,150.7,-33.5,168,288,30,945,19.60000038,,,,,,,,,
903,Festuca arundinacea,150.7,-33.5,168,288,30,945,19.60000038,,,,,,,,,
904,Fumaria muralis,150.7,-33.5,168,288,30,945,19.60000038,,,,,,,,,
905,Fumaria muralis,151.2,-33.5,171,267,54,1243,10,,,,,,,,,
906,Fumaria muralis,150.13838,-33.499115,119,244,6,929,10.61999989,,,,,,,,,
907,Fumaria muralis,150.72156,-33.48048,164,285,29,998,11.94999981,,,,,,,,,
908,Fumaria muralis,151.40666,-33.469215,174,264,62,1369,10,,,,,,,,,
909,Fumaria muralis,151.39552,-33.464973,174,264,62,1369,10,,,,,,,,,
910,Festuca arundinacea,149.02,-33.45,121,268,2,937,11,,,,,,,,,
911,Fumaria muralis,151.42932,-33.441055,175,262,66,1358,10.0967741,,,,,,,,,
912,Festuca arundinacea,-70.68,-33.43,147,297,28,355,33,,,,,,,,,
913,Fumaria muralis,149.38,-33.43,115,257,-3,840,11,,,,,,,,,
914,Fallopia convolvulus,150.78531,-33.427345,169,287,33,974,20,,,,,,,,,
915,Fumaria muralis,151.36832,-33.424484,174,264,62,1369,10,,,,,,,,,
916,Ficus carica,116.1,-33.4,149,304,42,890,7,,,,,,,,,
917,Fumaria muralis,116.8,-33.4,153,305,48,532,11,,,,,,,,,
918,Fallopia convolvulus,117.8,-33.4,160,307,54,383,20.10000038,,,,,,,,,
919,Festuca arundinacea,149,-33.4,115,259,0,991,12.5,,,,,,,,,
920,Fallopia convolvulus,149.3,-33.4,121,264,0,833,11,,,,,,,,,
921,Fallopia convolvulus,150.6,-33.4,156,280,23,1059,10,,,,,,,,,
922,Fumaria muralis,151.37325,-33.38793,172,264,59,1368,10.27999973,,,,,,,,,
923,Fumaria muralis,151.37442,-33.385338,172,264,59,1368,10.27999973,,,,,,,,,
924,Festuca arundinacea,151.37354,-33.38312,172,264,59,1368,10.27999973,,,,,,,,,
925,Fumaria muralis,18.375,-33.375,166,265,76,434,19.5,,,,,,,,,
926,Fumaria muralis,22.125,-33.375,138,269,19,393,28,,,,,,,,,
927,Fumaria muralis,22.375,-33.375,125,250,13,492,28,,,,,,,,,
928,Fumaria muralis,23.375,-33.375,151,278,31,461,20.42000008,,,,,,,,,
929,Fallopia convolvulus,25.875,-33.375,176,284,52,459,20.64999962,,,,,,,,,
930,Fumaria muralis,25.875,-33.375,176,284,52,459,20.64999962,,,,,,,,,
931,Fallopia convolvulus,26.375,-33.375,171,268,59,621,19.47999954,,,,,,,,,
932,Fallopia convolvulus,26.625,-33.375,178,270,73,610,14.96000004,,,,,,,,,
933,Fumaria muralis,26.625,-33.375,178,270,73,610,14.96000004,,,,,,,,,
934,Fumaria muralis,151.27908,-33.36592,165,262,50,1336,10,,,,,,,,,
935,Fumaria muralis,148.631,-33.3539,157,318,18,667,11,,,,,,,,,
936,Euphorbia helioscopia,149.083,-33.3514,115,259,0,991,12.5,,,,,,,,,
937,Fumaria muralis,116.731666,-33.341666,150,302,45,570,11,,,,,,,,,
938,Fumaria muralis,151.5027,-33.33329,178,261,75,1284,11,,,,,,,,,
939,Festuca arundinacea,115.633333,-33.316666,168,303,71,824,3,,,,,,,,,
940,Euphorbia helioscopia,146.37,-33.3,175,333,33,458,11,,,,,,,,,
941,Fumaria muralis,148.6,-33.3,155,314,17,686,11,,,,,,,,,
942,Fumaria muralis,148.73,-33.3,152,312,15,691,11,,,,,,,,,
943,Lycium barbarum,150.02,-33.3,122,253,3,816,10.64999962,,,,,,,,,
944,Ficus carica,138.382778,-33.296944,159,307,43,472,11,,,,,,,,,
945,Fumaria muralis,148.9333,-33.2667,126,275,3,972,13.10000038,,,,,,,,,
946,Fumaria muralis,149 9333,-33.2667,122,257,2,794,11.06000042,,,,,,,,,
947,Fumaria muralis,115 733333,-33.266666,168,305,68,842,5.134831429,,,,,,,,,
948,Fumaria muralis,148.9333,-33.2666,126,275,3,972,13.10000038,,,,,,,,,
949,Fumaria muralis,151.3291,-33.258133,166,264,49,1274,10.18000031,,,,,,,,,
950,Festuca arundinacea,149.11644,-33.2339,125,272,2,916,11,,,,,,,,,
951,Fumaria muralis,115.8,-33.2,167,307,66,867,4.460000038,,,,,,,,,
952,Fumaria muralis,148.7,-33.2,152,311,15,686,11,,,,,,,,,
953,Lycium barbarum,150,-33.2,129,263,5,760,10.89000034,,,,,,,,,
954,Fumaria muralis,138.299167,-33.186389,161,307,44,484,11,,,,,,,,,
955,Fumaria muralis,149.23914,-33.1654,133,282,4,819,11,,,,,,,,,
956,Fumaria muralis,151.5,-33.0833,177,270,66,1155,11,,,,,,,,,
957,Fumaria muralis,115.891388,-33.078055,168,307,66,909,6.360000134,,,,,,,,,
958,Euphorbia helioscopia,151.42,-33.07,175,273,60,1133,11,,,,,,,,,
959,Fumaria muralis,151.52,-33.07,177,270,66,1155,11,,,,,,,,,
960,Ficus carica,115.8833,-33.0667,168,307,66,909,6.360000134,,,,,,,,,
961,Euphorbia helioscopia,115.8,-33,169,305,69,893,5.349999905,,,,,,,,,
962,Fumaria muralis,115.8,-33,169,305,69,893,5.349999905,,,,,,,,,
963,Euphorbia helioscopia,151.4,-33,163,265,47,1133,11,,,,,,,,,
964,Fumaria muralis,151.5,-33,177,270,66,1155,11,,,,,,,,,
965,Festuca arundinacea,151.13612,-32.935944,169,286,40,856,10,,,,,,,,,
966,Fumaria muralis,151.69403,-32.929134,177,265,71,1144,11,,,,,,,,,
967,Euphorbia helioscopia,115.712833,-32.91785,172,302,75,885,8,,,,,,,,,
968,Fumaria muralis,115.712833,-32.91785,172,302,75,885,8,,,,,,,,,
969,Euphorbia helioscopia,151.25,-32.88,169,283,44,860,11,,,,,,,,,
970,Fumaria muralis,26.875,-32.875,180,294,53,584,12.94999981,,,,,,,,,
971,Fallopia convolvulus,27.375,-32.875,179,277,66,605,12,,,,,,,,,
972,Ficus carica,138.0625,-32.826667,163,306,42,511,21.20000076,,,,,,,,,
973,Fumaria muralis,117.174722,-32.821388,160,311,51,455,11,,,,,,,,,
974,Fumaria muralis,151.47,-32.82,177,287,54,890,11.10000038,,,,,,,,,
975,Fumaria muralis,151.62195,-32.818325,178,279,62,1008,21,,,,,,,,,
976,Fallopia convolvulus,-70.58,-32.8,150,302,28,312,29.75,,,,,,,,,
977,Fumaria muralis,117.2,-32.8,160,311,51,455,11,,,,,,,,,
978,Euphorbia helioscopia,151.3,-32.8,171,289,43,800,11,,,,,,,,,
