,species,Longitude (degrees),lat,AMT,max temp,Tmin,AMP,Clay,Country,,,,,,,,  
1299,Lycium barbarum,151.9178,-27.58175,171,287,37,902,16,,,,,,,,,
1300,Lycium barbarum,152.0844,-27.58174,189,308,45,852,11,,,,,,,,,
1301,Fallopia convolvulus,153.2511,-27.58173,200,286,90,1348,11,,,,,,,,,
1302,Fumaria muralis,152.3427,-27.57341,195,311,54,851,55,,,,,,,,,
1303,Fallopia convolvulus,151.8994,-27.50036,172,290,36,806,37.61999893,,,,,,,,,
1304,Fallopia convolvulus,151.8,-27.5,176,297,35,723,56,,,,,,,,,
1305,Fumaria muralis,152.5011,-27.49841,197,309,59,891,23.22999954,,,,,,,,,
1306,Lycium barbarum,152.5011,-27.49841,197,309,59,891,23.22999954,,,,,,,,,
1307,Lycium barbarum,153.5011,-27.4984,201,275,105,1501,4,,,,,,,,,
1308,Lycium barbarum,151.8167,-27.4833,178,299,35,725,53.02999878,,,,,,,,,
1309,Lycium barbarum,151.81,-27.48,178,299,35,725,53.02999878,,,,,,,,,
1310,Fallopia convolvulus,151.4178,-27.41508,185,311,37,621,56,,,,,,,,,
1311,Fumaria muralis,151.7511,-27.41508,179,300,35,722,56,,,,,,,,,
1312,Fumaria muralis,152.91769,-27.41507,200,294,81,1268,16.39999962,,,,,,,,,
1313,Lycium barbarum,152.91769,-27.41507,200,294,81,1268,16.39999962,,,,,,,,,
1314,Lycium barbarum,153.0844,-27.41507,203,289,89,1191,23,,,,,,,,,
1315,Euphorbia helioscopia,30.125,-27.375,139,240,1,798,25.44000053,,,,,,,,,
1316,Fumaria muralis,152.8333,-27.3333,185,284,65,1285,11,,,,,,,,,
1317,Fumaria muralis,152.83,-27.33,185,284,65,1285,11,,,,,,,,,
1318,Fallopia convolvulus,152.7594,-27.32341,185,284,65,1285,11,,,,,,,,,
1319,Fallopia convolvulus,151.5,-27.3,183,308,36,634,48.79999924,,,,,,,,,
1320,Fallopia convolvulus,151.2511,-27.24842,188,316,39,641,55.18999863,,,,,,,,,
1321,Fallopia convolvulus,152.41769,-27.24841,195,305,57,915,48.41999817,,,,,,,,,
1322,Fallopia convolvulus,151.5,-27.2,183,308,36,628,35.29999924,,,,,,,,,
1323,Fallopia convolvulus,152.5844,-26.91507,190,294,61,1200,12.03999996,,,,,,,,,
1324,Festuca arundinacea,27.625,-26.875,165,279,2,654,28.98999977,,,,,,,,,
1325,Fumaria muralis,27.875,-26.875,164,280,-1,658,21,,,,,,,,,
1326,Fallopia convolvulus,29.375,-26.875,152,265,-7,677,54,,,,,,,,,
1327,Euphorbia helioscopia,32.125,-26.875,219,317,98,623,28.18000031,,,,,,,,,
1328,Fallopia convolvulus,152.7186,-26.78507,184,284,61,1468,19.44000053,,,,,,,,,
1329,Fallopia convolvulus,151.14281,-26.77342,189,317,39,649,46.70000076,,,,,,,,,
1330,Fallopia convolvulus,151.1,-26.7,188,316,37,639,27.54999924,,,,,,,,,
1331,Fallopia convolvulus,152.7,-26.7,191,292,65,1410,23.12999916,,,,,,,,,
1332,Fumaria muralis,152.79269,-26.64007,192,288,69,1545,23.87000084,,,,,,,,,
1333,Fallopia convolvulus,27.125,-26.625,166,283,2,625,21.76000023,,,,,,,,,
1334,Fallopia convolvulus,27.375,-26.625,166,282,3,633,22,,,,,,,,,
1335,Fallopia convolvulus,27.625,-26.625,164,277,4,663,47.41999817,,,,,,,,,
1336,Fallopia convolvulus,27.875,-26.625,165,278,3,675,27.27000046,,,,,,,,,
1337,Festuca arundinacea,27.875,-26.625,165,278,3,675,27.27000046,,,,,,,,,
1338,Euphorbia helioscopia,151.91769,-26.58175,184,303,39,829,11,,,,,,,,,
1339,Fallopia convolvulus  ,152.91769,-26.58174,202,289,85,1741,7,,,,,,,,,
1340,Euphorbia helioscopia,151.8261,-26.50675,182,302,37,796,23,,,,,,,,,
1341,   Euphorbia helioscopia,146.50121,-26.49844,199,341,34,503,11,,,,,,,,,
1342,Fallopia convolvulus,149.0844,-26.41509,195,334,35,633,11,,,,,,,,,
1343,Fallopia convolvulus,150.0844,-26.41509,194,327,40,677,10,,,,,,,,,
1344,Fallopia convolvulus,28.375,-26.375,155,267,-1,693,22.44000053,,,,,,,,,
1345,Fallopia convolvulus,151.91769,-26.24841,188,305,46,832,14.11999989,,,,,,,,,
1346,Fallopia convolvulus,152.7511,-26.24841,200,294,81,1366,18.95999908,,,,,,,,,
1347,Fallopia     convolvulus,27.875,-26.125,159,263,18,753,23.64999962,,,,,,,,,
1348,Fumaria muralis,27.875,-26.125,159,263,18,753,23.64999962,,,,,,,,,
1349,Fallopia convolvulus,28.125,-26.125,164,265,27,727,21.35000038,,,,,,,,,
1350,Fumaria muralis,28.125,-26.125,164,265,27,727,21.35000038,,,,,,,,,
1351,Festuca arundinacea,29.125,-26.125,156,266,0,690,18.47999954,,,,,,,,,
1352,Euphorbia helioscopia,151.91769,-26.08175,194,309,53,817,17.18000031,,,,,,,,,
1353,Euphorbia helioscopia,-54.12,-25.97,197,311,73,1757,66,,,,,,,,,
1354,Festuca arundinacea,28.125,-25.875,170,275,23,710,21.61000061,,,,,,,,,
1355,Euphorbia helioscopia,28.125,-25.625,179,292,15,695,36.11999893,,,,,,,,,
1356,Fallopia convolvulus,28.125,-25.625,179,292,15,695,36.11999893,,,,,,,,,
1357,Fumaria muralis,28.125,-25.625,179,292,15,695,36.11999893,,,,,,,,,
1358,Fumaria muralis,28.625,-25.625,170,278,15,691,24,,,,,,,,,
1359,Fallopia convolvulus,150.0428,-25.52342,205,333,48,681,44.93000031,,,,,,,,,
1360,Euphorbia helioscopia,-57.18,-25.42,224,325,123,1410,43.70000076,,,,,,,,,
1361,Fallopia convolvulus,151.41769,-25.41508,201,316,59,826,11,,,,,,,,,
1362,Fallopia convolvulus,150.5844,-24.41508,206,320,62,698,29.71999931,,,,,,,,,
1363,Fallopia convolvulus,148.05009,-24.29235,211,345,56,702,54.08000183,,,,,,,,,
1364,Fallopia convolvulus,148.0903,-24.16542,208,340,55,729,56,,,,,,,,,
1365,Fallopia convolvulus,29.875,-23.875,146,223,28,1024,22.26000023,,,,,,,,,
1366,Fallopia convolvulus,30.125,-23.875,189,276,59,1092,25.75,,,,,,,,,
1367,Festuca arundinacea,30.125,-23.875,189,276,59,1092,25.75,,,,,,,,,
1368,Festuca arundinacea,30.375,-23.875,216,314,73,662,28.32999992,,,,,,,,,
1369,Fumaria muralis,31.125,-23.875,221,318,93,539,8.670000076,,,,,,,,,
1370,[Fallopia convolvulus],133.9667,-23.7833,210,371,36,277,6,,,,,,,,,
1371,Festuca arundinacea,133.851258,-23.715235,208,369,35,288,6.239999771,,,,,,,,,
1372,Fallopia convolvulus,148.0094,-22.92344,218,338,71,627,52.84999847,,,,,,,,,
1373,Fallopia convolvulus,147.6783,-22.67705,218,339,69,622,56,,,,,,,,,
1374,euphorbia helioscopia,17.125,-22.625,186,310,34,377,4,,,,,,,,,
1375,Fallopia convolvulus,29.125,-22.375,216,331,50,348,16.45999908,,,,,,,,,
1376,Fallopia convolvulus,147.4928,-22.30678,221,340,73,602,56,,,,,,,,,
1377,Ficus carica,-64.92,-18.53,199,289,87,535,23,,,,,,,,,
1378,Fallopia convolvulus,146.10941,-17.87346,236,307,143,3106,23,,,,,,,,,
1379,Fallopia convolvulus,145.5011,-17.49846,199,287,98,1816,23,,,,,,,,,
1380,Festuca arundinacea,-68.55,-16.25,78,173,-49,698,17.12000084,,,,,,,,,
1381,Ficus carica,-72.6,-13.13,178,278,79,1306,9.56000042,,,,,,,,,
1382,Fumaria muralis,33.875,-10.375,171,260,74,1313,25,,,,,,,,,
1383,Ficus carica,-78.28,-9.48,195,273,132,15,5.599999905,,,,,,,,,
1384,Ficus carica,-79.02,-8.12,191,259,139,3,2.155555487,,,,,,,,,
1385,Festuca arundinacea,-79.3,-4.2,203,279,132,807,13.92000008,,,,,,,,,
1386,Festuca arundinacea,-79.15,-3.983,145,205,92,1080,17.15999985,,,,,,,,,
1387,Festuca arundinacea,-79,-3.98,169,235,112,1545,24,,,,,,,,,
1388,Ficus carica,-79.08,-3.38,119,177,66,706,18.71999931,,,,,,,,,
1389,Ficus carica,-79.57,-3.23,143,202,89,795,20,,,,,,,,,
1390,Ficus carica,-78.78,-3.05,138,204,77,801,26.36000061,,,,,,,,,
1391,Ficus carica,-78.6,-2.61,143,212,80,1349,48.79999924,,,,,,,,,
1392,Festuca arundinacea,-78.983,-2.466,97,153,44,722,15.19999981,,,,,,,,,
1393,Festuca arundinacea,-78.766,-2.133,105,167,46,653,8.850000381,,,,,,,,,
1394,Festuca arundinacea,-78.766,-2.1,105,167,46,653,8.850000381,,,,,,,,,
1395,Ficus carica,-78.65,-1.67,140,212,69,631,9,,,,,,,,,
1396,Ficus carica,-78.5,-1.55,106,173,46,966,12,,,,,,,,,
1397,Ficus carica,-78.12,-1.35,174,240,114,2254,12.72000027,,,,,,,,,
1398,Festuca arundinacea,-78.58,-0.22,98,156,38,1273,9.449999809,,,,,,,,,
1399,Festuca arundinacea,-78.5,-0.22,149,226,70,1131,9,,,,,,,,,
1400,Festuca arundinacea,-78.583,-0.216,98,156,38,1273,9.449999809,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,,,,
